This file is an ordered list of 16bit choices for two additional miller-rabin
bases to use in conjunction with bases 2 and 15, for doing primality testing of
a 64 bit value.
The list is sorted by how many 64 bit values are strong pseudoprimes to all
four of the following bases: base[0]=2, base[1]=15,
base[2]=column1_base_number, and base[3]=column2_base_number.

The roughly 15000 listed base combinations are the best out of the exhaustive
list of all possible combinations of two 16bit base values (approximately 2
billion combinations all evaluated).

total pseudoprimes   base number   base number
10916  9477   50949
10916  9555   29008
10916  9555   37340
10916  10192  29430
10916  10192  32246
10916  10192  38586
10916  10693  15028
10916  10933  34880
10916  10933  39674
10916  10933  53943
10916  11548  54925
10916  11700  21019
10916  11700  48647
10916  11700  54602
10916  12043  51597
10916  12493  14823
10916  12493  29970
10916  12493  40970
10916  12493  47741
10916  12506  13312
10916  12645  65533
10916  12997  63700
10916  13080  24037
10916  13312  14411
10916  13312  43311
10916  13312  47124
10916  13312  51059
10916  13312  54191
10916  13312  56277
10916  13312  57567
10916  13312  64766
10916  14111  15925
10916  14157  29008
10916  14157  54813
10916  14430  58357
10916  14521  33813
10916  14688  49972
10916  15028  37286
10916  15028  49050
10916  15028  49973
10916  15028  53076
10916  15028  57756
10916  15028  62976
10916  15262  49972
10916  15400  54925
10916  15925  26216
10916  15925  48029
10916  16796  51597
10916  17000  21853
10916  17136  58357
10916  17317  26325
10916  17797  38184
10916  17908  32500
10916  18109  29952
10916  18237  27508
10916  18620  33813
10916  18759  42237
10916  18772  27176
10916  18814  46800
10916  18944  37908
10916  19140  33813
10916  19232  37908
10916  19522  45253
10916  19773  44400
10916  20142  27508
10916  20744  46800
10916  20800  55023
10916  20800  57442
10916  20800  65246
10916  21757  37908
10916  21853  27975
10916  21853  28780
10916  21853  30690
10916  21853  33930
10916  21853  38367
10916  21853  46611
10916  21853  49710
10916  21853  50163
10916  21853  50719
10916  22875  36517
10916  22932  26422
10916  22932  42624
10916  22932  59659
10916  23140  37908
10916  24037  35433
10916  24037  42108
10916  24037  48604
10916  24400  28717
10916  24400  36517
10916  24623  45253
10916  24849  60112
10916  26173  60112
10916  26325  46750
10916  27508  35957
10916  27582  43732
10916  27766  60112
10916  27968  53248
10916  28080  29524
10916  28118  37908
10916  28717  53343
10916  29952  39705
10916  29970  49972
10916  30295  45253
10916  31818  53248
10916  32168  49972
10916  32246  51597
10916  32500  36232
10916  32500  48620
10916  32500  51746
10916  32500  63057
10916  32500  64390
10916  32933  46800
10916  33300  42237
10916  33813  51678
10916  33821  37908
10916  34578  63700
10916  34824  46800
10916  35696  60112
10916  36213  65533
10916  36517  41789
10916  36517  46946
10916  37019  37908
10916  37444  48373
10916  37908  59830
10916  38857  46800
10916  39349  51597
10916  40020  46800
10916  40746  49972
10916  41488  60112
10916  42145  43732
10916  43732  53328
10916  43732  62470
10916  43732  63775
10916  44124  45253
10916  45253  46995
10916  45253  58491
10916  46678  60112
10916  46800  51278
10916  48008  54925
10916  49972  59418
10916  50133  65533
10916  53146  58357
10916  53248  53268
10916  57091  58357
10916  57616  65533
10916  57720  58357
10916  58568  60112
10916  60112  60382
10916  60112  60755
10916  60112  64944
10916  61893  65090
10917  13     1748
10917  13     4274
10917  13     9344
10917  13     13387
10917  13     14986
10917  13     21624
10917  13     27968
10917  13     31818
10917  13     48865
10917  13     53548
10917  13     59906
10917  52     6089
10917  52     9344
10917  52     21624
10917  52     24356
10917  52     40290
10917  52     51452
10917  52     58626
10917  74     9477
10917  117    8471
10917  117    39705
10917  195    56199
10917  208    4274
10917  208    7162
10917  208    12985
10917  208    13470
10917  208    16811
10917  208    19733
10917  208    26571
10917  208    36665
10917  208    48647
10917  208    53880
10917  325    48905
10917  325    53655
10917  325    57442
10917  468    17629
10917  468    52483
10917  584    2925
10917  637    11243
10917  637    20908
10917  637    32246
10917  637    34005
10917  832    11781
10917  832    14986
10917  832    18634
10917  832    20880
10917  832    24674
10917  832    37599
10917  962    5200
10917  976    12493
10917  1300   22306
10917  1300   24250
10917  1300   61568
10917  1525   6877
10917  1573   20287
10917  1744   28717
10917  1747   63700
10917  1748   3328
10917  1755   23039
10917  1813   38220
10917  1872   49191
10917  1872   63627
10917  1998   4693
10917  2548   7566
10917  2548   19573
10917  2548   23326
10917  2548   48461
10917  2548   62784
10917  2664   5733
10917  2664   22932
10917  2720   21853
10917  2925   8755
10917  2925   23039
10917  2925   42338
10917  2925   45229
10917  2925   48647
10917  3120   56199
10917  3328   4274
10917  3328   9344
10917  3328   13387
10917  3328   14986
10917  3328   21624
10917  3328   27968
10917  3328   31818
10917  3328   48865
10917  3328   53548
10917  3328   59906
10917  3333   43732
10917  3594   12493
10917  3700   6877
10917  3700   27508
10917  3757   8658
10917  3757   10699
10917  3757   34632
10917  3757   42089
10917  3757   58191
10917  3757   60382
10917  4239   31213
10917  4274   53248
10917  4693   31265
10917  4693   35316
10917  4693   57720
10917  4693   58560
10917  4743   37908
10917  4792   10192
10917  4808   9477
10917  5200   15392
10917  5568   48373
10917  5712   24037
10917  5733   33463
10917  6089   13312
10917  6253   8125
10917  6266   45253
10917  6292   10527
10917  6381   7488
10917  6779   51597
10917  7020   29524
10917  7676   45253
10917  8033   12480
10917  8125   42944
10917  8125   64649
10917  8279   65533
10917  8471   29952
10917  8706   46800
10917  8755   46800
10917  9034   15925
10917  9344   13312
10917  9477   18944
10917  9477   18972
10917  9477   19232
10917  9477   36436
10917  9477   45851
10917  9555   15392
10917  9866   12493
10917  10005  46800
10917  10192  10366
10917  10192  11243
10917  10192  20908
10917  10192  36357
10917  10192  45066
10917  10693  21853
10917  10699  60112
10917  10933  12200
10917  10933  20965
10917  10933  49014
10917  11046  53248
10917  11700  18300
10917  11700  24165
10917  11700  24356
10917  11700  37228
10917  11700  38857
10917  11700  42338
10917  11700  48865
10917  11700  52523
10917  11700  53548
10917  11700  56717
10917  11700  58191
10917  12493  16443
10917  12493  41943
10917  12493  51891
10917  12493  52091
10917  12493  59040
10917  12625  58357
10917  12863  45253
10917  13312  21624
10917  13312  24356
10917  13312  37877
10917  13312  40290
10917  13312  42338
10917  13312  51057
10917  13312  51452
10917  13312  58626
10917  13387  46800
10917  13389  37908
10917  13470  53248
10917  13952  60112
10917  14260  49972
10917  14800  63180
10917  15028  17077
10917  15028  20964
10917  15028  25039
10917  15028  30196
10917  15028  32214
10917  15028  34632
10917  15028  42772
10917  15028  64944
10917  15230  21853
10917  15345  21853
10917  15524  32500
10917  15626  19773
10917  15925  20195
10917  15925  51763
10917  15986  32500
10917  16443  40768
10917  16650  19773
10917  16811  53248
10917  16830  26325
10917  17175  22932
10917  17797  45205
10917  17797  47598
10917  17904  46800
10917  18143  45253
10917  18421  19773
10917  18537  21853
10917  19400  63700
10917  19503  51597
10917  19733  53248
10917  19773  27623
10917  19773  34594
10917  19773  50664
10917  20179  45253
10917  20321  49972
10917  20800  53655
10917  20800  56499
10917  20800  57741
10917  20800  61568
10917  21019  46800
10917  21853  35514
10917  21853  49130
10917  21853  50542
10917  21853  53946
10917  22409  24037
10917  22437  46800
10917  22848  24037
10917  22932  59262
10917  23228  63700
10917  24037  29478
10917  24037  59141
10917  24826  33813
10917  25039  60112
10917  25157  46800
10917  25999  54925
10917  26571  53248
10917  27508  62856
10917  27750  32500
10917  28420  61893
10917  28477  45253
10917  29192  37908
10917  29478  63700
10917  30784  56355
10917  31117  60112
10917  31213  47952
10917  31295  37908
10917  31657  40768
10917  32409  65533
10917  32500  35960
10917  32500  58777
10917  32633  45253
10917  33813  49717
10917  33813  61247
10917  33813  61825
10917  34047  37908
10917  35520  65533
10917  35790  45253
10917  36203  46800
10917  36517  56570
10917  36665  53248
10917  37000  40768
10917  37686  65533
10917  37908  49049
10917  37908  55817
10917  38099  48373
10917  40761  54925
10917  40768  44025
10917  40768  48461
10917  40936  58357
10917  42259  49972
10917  43634  61893
10917  43732  48298
10917  43732  49158
10917  43732  61831
10917  43743  51597
10917  45050  49972
10917  45253  59607
10917  46800  50209
10917  46800  55907
10917  46800  58191
10917  46800  59338
10917  48100  54925
10917  49920  56199
10917  49972  52091
10917  53248  53880
10917  53248  59906
10917  54319  60112
10917  54779  63700
10917  54925  60731
10917  55401  63700
10917  56628  64492
10917  60112  60155
10917  60974  63700
10918  13     7460
10918  13     12985
10918  13     16811
10918  13     26571
10918  13     28648
10918  13     35020
10918  52     13470
10918  52     14170
10918  52     17908
10918  52     23393
10918  52     37376
10918  52     40020
10918  52     42338
10918  52     51057
10918  52     56459
10918  52     58191
10918  52     58877
10918  74     10933
10918  170    21853
10918  208    1865
10918  208    10005
10918  208    13387
10918  208    14986
10918  208    20312
10918  208    21624
10918  208    23039
10918  208    29840
10918  208    35020
10918  208    39665
10918  208    40020
10918  208    53548
10918  208    63080
10918  244    17797
10918  325    962
10918  325    15392
10918  325    25012
10918  325    27846
10918  325    31309
10918  325    43595
10918  325    53428
10918  584    46800
10918  637    38906
10918  637    51872
10918  780    8033
10918  832    1332
10918  832    4477
10918  832    13470
10918  832    21312
10918  832    40020
10918  832    47124
10918  832    54191
10918  832    58626
10918  915    6877
10918  1090   10933
10918  1300   7154
10918  1300   25435
10918  1300   54020
10918  1300   55023
10918  1300   57442
10918  1305   11700
10918  1428   24037
10918  1776   24037
10918  1813   56628
10918  1865   53248
10918  1865   56355
10918  1872   8471
10918  1872   17629
10918  2191   49972
10918  2231   3757
10918  2493   54925
10918  2548   38341
10918  2548   56277
10918  2590   36517
10918  2684   8125
10918  2919   61893
10918  2925   9964
10918  2925   17904
10918  2925   18300
10918  2925   18634
10918  2925   34824
10918  2925   40650
10918  2925   48865
10918  2925   50209
10918  2925   53825
10918  2925   55907
10918  2925   56717
10918  2997   31213
10918  3328   7460
10918  3328   12985
10918  3328   16811
10918  3328   26571
10918  3328   28648
10918  3328   35020
10918  3660   4693
10918  3690   12493
10918  3700   43732
10918  3757   11275
10918  3757   16236
10918  3757   18180
10918  3757   48477
10918  3757   54319
10918  3757   60155
10918  4212   16893
10918  4476   46800
10918  4575   46800
10918  4625   48373
10918  4693   8829
10918  4693   14640
10918  4785   33813
10918  4808   37908
10918  4875   45325
10918  5200   11988
10918  5200   22306
10918  5200   31309
10918  5200   64103
10918  5241   60112
10918  5406   46800
10918  5733   42108
10918  5807   15925
10918  6089   46800
10918  6292   33823
10918  6292   54518
10918  6496   15925
10918  6794   18772
10918  6976   42237
10918  7104   15925
10918  7154   8125
10918  7154   20800
10918  7215   17797
10918  7252   37908
10918  7252   38220
10918  7488   8471
10918  7488   25524
10918  7549   33813
10918  7992   18772
10918  8042   49972
10918  8125   11674
10918  8125   19666
10918  8125   28647
10918  8125   52523
10918  8325   42237
10918  8658   15028
10918  8764   49972
10918  8911   61893
10918  9058   32500
10918  9065   42237
10918  9344   11700
10918  9477   16798
10918  9477   18790
10918  9477   23014
10918  9477   27750
10918  9477   29294
10918  9477   58243
10918  9477   59830
10918  9477   64683
10918  9827   45253
10918  9827   60112
10918  9964   11700
10918  10005  53248
10918  10192  31494
10918  10192  37554
10918  10192  63298
10918  10192  64258
10918  10933  14616
10918  10933  18944
10918  10933  25506
10918  10933  32494
10918  10933  43843
10918  10933  51717
10918  10933  54056
10918  10933  63758
10918  10933  63898
10918  11100  19773
10918  11674  32500
10918  11700  12506
10918  11700  18109
10918  11700  32933
10918  11700  40650
10918  11700  48330
10918  11700  59338
10918  12025  54925
10918  12043  15925
10918  12480  26539
10918  12493  21208
10918  12493  44675
10918  12493  45050
10918  12493  55263
10918  12493  57504
10918  12493  60487
10918  12666  19773
10918  12688  36517
10918  12985  53248
10918  13312  13470
10918  13312  14170
10918  13312  17908
10918  13312  28647
10918  13312  37376
10918  13312  40020
10918  13312  56459
10918  13312  58877
10918  13387  53248
10918  13431  19773
10918  14945  45253
10918  14986  53248
10918  15028  20362
10918  15028  43931
10918  15028  51998
10918  15028  54319
10918  15028  54672
10918  15646  15925
10918  15925  21126
10918  15925  25734
10918  15925  28332
10918  15925  29444
10918  15925  38125
10918  15925  49690
10918  16070  48373
10918  16123  56628
10918  16470  22932
10918  16956  31213
10918  17238  45253
10918  17797  19548
10918  17797  39096
10918  18130  33813
10918  18722  48373
10918  19773  24076
10918  19773  32015
10918  19773  48163
10918  19773  57223
10918  20292  46800
10918  20312  53248
10918  20446  46800
10918  20800  33890
10918  21495  33813
10918  21624  53248
10918  21853  28121
10918  21853  36192
10918  21853  43520
10918  21853  51829
10918  21853  61380
10918  21853  64773
10918  22240  33813
10918  22932  34302
10918  22932  35546
10918  22932  35916
10918  22932  48172
10918  22932  50117
10918  23039  28080
10918  23039  53248
10918  23671  43732
10918  24037  25974
10918  24037  27750
10918  24037  59301
10918  25064  45253
10918  26206  61893
10918  26487  37908
10918  27116  51597
10918  27508  62098
10918  27952  63700
10918  28717  33547
10918  28717  37299
10918  28717  46826
10918  28717  52105
10918  28717  59048
10918  29094  37908
10918  29294  37908
10918  29769  49972
10918  29840  53248
10918  29840  56355
10918  30259  36517
10918  30436  58357
10918  31213  31295
10918  31661  46800
10918  32214  60112
10918  32500  37362
10918  32500  44506
10918  32500  46846
10918  32500  52523
10918  32500  53399
10918  32500  64882
10918  32500  65409
10918  33813  33986
10918  33813  36072
10918  33813  37441
10918  35020  53248
10918  35258  36517
10918  36260  51597
10918  36517  41440
10918  36517  54698
10918  36517  55034
10918  37340  38220
10918  37908  38353
10918  37908  50055
10918  37908  53030
10918  37908  61232
10918  38961  45253
10918  39665  53248
10918  39888  54925
10918  40020  53248
10918  40440  56628
10918  40650  46800
10918  40768  62784
10918  40875  49972
10918  41775  49972
10918  42237  59498
10918  43420  49972
10918  43503  48373
10918  43653  60112
10918  43732  48951
10918  43732  54185
10918  44759  49972
10918  45253  54260
10918  45253  59657
10918  46800  48865
10918  46800  53825
10918  46800  54808
10918  47741  49972
10918  48477  60112
10918  48647  53248
10918  49690  63700
10918  49972  57441
10918  53248  53548
10918  54866  58357
10918  54925  58998
10918  57022  60112
10919  13     5078
10919  13     20744
10919  13     36665
10919  13     39665
10919  13     48647
10919  13     56717
10919  52     146
10919  52     2336
10919  52     14986
10919  52     23039
10919  52     32291
10919  52     32850
10919  52     38482
10919  52     46501
10919  52     53880
10919  52     56717
10919  52     62718
10919  111    15925
10919  146    13312
10919  148    18772
10919  195    8033
10919  208    14170
10919  208    37376
10919  208    43311
10919  208    51940
10919  208    57644
10919  325    2997
10919  325    13357
10919  325    47952
10919  325    56499
10919  406    15925
10919  436    42237
10919  468    39705
10919  637    3242
10919  637    7191
10919  637    10366
10919  637    19516
10919  637    45066
10919  780    26539
10919  832    3606
10919  832    10156
10919  832    23393
10919  832    32291
10919  832    40290
10919  832    46501
10919  832    51057
10919  832    51452
10919  832    53880
10919  832    56459
10919  832    62718
10919  915    4693
10919  915    27508
10919  925    63180
10919  1053   12137
10919  1119   46800
10919  1184   43732
10919  1300   63851
10919  1305   2925
10919  1305   46800
10919  1635   28717
10919  1776   15925
10919  1872   25211
10919  1872   39705
10919  1924   56355
10919  2231   60112
10919  2336   13312
10919  2548   16443
10919  2548   37000
10919  2548   52974
10919  2548   55263
10919  2925   4476
10919  2925   8706
10919  2925   9344
10919  2925   24356
10919  2925   26577
10919  2925   40020
10919  2925   51452
10919  2925   61229
10919  2925   63080
10919  3328   5078
10919  3328   20744
10919  3328   36665
10919  3328   39665
10919  3328   48647
10919  3328   56717
10919  3488   15028
10919  3592   9477
10919  3592   37908
10919  3757   5241
10919  3757   9827
10919  3757   14504
10919  3757   14642
10919  3757   43427
10919  3757   43653
10919  3827   37908
10919  3848   5200
10919  3848   21853
10919  3881   32500
10919  3996   14157
10919  4039   48373
10919  4212   12137
10919  4693   39528
10919  4693   54406
10919  4713   24037
10919  4758   36517
10919  4887   17797
10919  5073   46800
10919  5186   11700
10919  5200   53655
10919  5227   40768
10919  5302   49972
10919  5733   7205
10919  5733   17136
10919  5733   29722
10919  5733   40812
10919  5733   54442
10919  6100   27508
10919  6292   42108
10919  6496   63700
10919  6743   65533
10919  6851   7488
10919  6877   14640
10919  6877   24400
10919  6877   62098
10919  6907   12493
10919  6987   33813
10919  7361   15925
10919  7696   56355
10919  8033   49920
10919  8125   58777
10919  8259   12493
10919  8452   27508
10919  8658   63700
10919  8906   33813
10919  8924   15028
10919  9065   51597
10919  9109   9477
10919  9401   22932
10919  9477   12025
10919  9477   12666
10919  9477   14368
10919  9477   22553
10919  9477   24317
10919  9477   57472
10919  9477   57658
10919  9477   58233
10919  9477   61421
10919  9774   48373
10919  9866   49972
10919  9882   27508
10919  9882   65533
10919  9964   46800
10919  10110  14157
10919  10192  31657
10919  10192  41464
10919  10192  51872
10919  10527  25168
10919  10933  13965
10919  10933  17440
10919  10933  27455
10919  10933  30522
10919  10933  36617
10919  10933  42145
10919  10933  56385
10919  11275  15028
10919  11275  60112
10919  11634  45253
10919  11659  24037
10919  11676  61893
10919  11700  20880
10919  11700  23569
10919  11700  34734
10919  11700  63546
10919  12012  36517
10919  12137  16848
10919  12151  24037
10919  12187  61893
10919  12493  26079
10919  12493  47225
10919  13312  14986
10919  13312  23039
10919  13312  23393
10919  13312  32291
10919  13312  32850
10919  13312  38482
10919  13312  46501
10919  13312  53880
10919  13312  56717
10919  13312  58191
10919  13312  62718
10919  13431  17797
10919  13514  43732
10919  13702  46800
10919  13965  43732
10919  14157  63936
10919  14170  53248
10919  14368  37908
10919  14640  27508
10919  14642  60112
10919  14800  15795
10919  15028  27948
10919  15028  29140
10919  15028  55510
10919  15028  60382
10919  15028  64484
10919  15512  32500
10919  15925  20178
10919  15925  28416
10919  15925  30819
10919  15925  47220
10919  15925  48172
10919  15925  53943
10919  15925  55401
10919  16015  61893
10919  16065  22932
10919  16848  16893
10919  16948  63700
10919  17568  31213
10919  17791  54925
10919  17797  62464
10919  18180  60112
10919  18419  45253
10919  18772  30431
10919  18772  37888
10919  18999  26325
10919  19573  40768
10919  19573  43875
10919  19575  48373
10919  19666  32500
10919  19757  61893
10919  19773  25873
10919  19773  30333
10919  19773  62504
10919  19980  27508
10919  20606  63700
10919  20800  63851
10919  20964  60112
10919  21853  38574
10919  21853  51505
10919  22021  65533
10919  22932  56331
10919  22932  61899
10919  22932  64260
10919  24020  65533
10919  24037  33363
10919  24037  46636
10919  24037  63080
10919  24037  64085
10919  24562  51597
10919  24975  27508
10919  25396  36517
10919  26160  28717
10919  26577  46800
10919  26602  51597
10919  27018  49972
10919  27508  58627
10919  27508  59200
10919  27628  49972
10919  27948  33813
10919  28717  45325
10919  28717  59267
10919  29008  56628
10919  29729  49972
10919  29952  52483
10919  31494  40768
10919  32079  40768
10919  32371  45253
10919  32500  39779
10919  32500  47271
10919  32500  64649
10919  32763  65533
10919  34133  45253
10919  34490  49972
10919  34679  45253
10919  35316  49972
10919  35450  61893
10919  36077  60112
10919  36260  58357
10919  36283  60112
10919  36341  63700
10919  36517  37283
10919  36517  40307
10919  36517  43305
10919  36517  48643
10919  36517  50997
10919  36517  51485
10919  36517  55388
10919  36517  57994
10919  36548  37908
10919  37908  53556
10919  37908  57029
10919  37908  57472
10919  37908  60426
10919  38341  40768
10919  38906  40768
10919  40218  46800
10919  40768  52974
10919  42089  60112
10919  42237  44469
10919  42923  65533
10919  43732  51717
10919  43859  48373
10919  43983  65533
10919  44184  46800
10919  45253  54860
10919  45253  55354
10919  45875  65533
10919  46800  53548
10919  46800  63080
10919  47138  63700
10919  48748  61893
10919  49972  54900
10919  49972  58752
10919  53248  56717
10919  53248  57644
10919  53248  63080
10919  54925  61600
10919  58191  60112
10919  58873  61893
10919  62023  63700
10920  13     7162
10920  13     11046
10920  13     20446
10920  13     37376
10920  13     41290
10920  13     43311
10920  13     51940
10920  13     57644
10920  52     1332
10920  52     3606
10920  52     10005
10920  52     13702
10920  52     18634
10920  52     21312
10920  52     24674
10920  52     42038
10920  52     54808
10920  52     63080
10920  111    24037
10920  117    33884
10920  117    52483
10920  146    208
10920  208    2336
10920  208    14411
10920  208    15770
10920  208    20446
10920  208    20744
10920  208    38857
10920  208    53494
10920  208    54373
10920  208    56717
10920  208    57918
10920  218    15028
10920  246    60112
10920  325    3848
10920  325    6253
10920  406    63700
10920  436    28717
10920  468    8471
10920  481    56355
10920  637    12968
10920  637    16791
10920  832    23569
10920  832    28647
10920  832    38482
10920  832    40624
10920  832    42038
10920  832    58191
10920  832    58877
10920  832    59944
10920  832    63080
10920  872    15028
10920  898    37908
10920  925    27508
10920  1053   16893
10920  1071   5733
10920  1119   2925
10920  1300   36853
10920  1332   13312
10920  1334   36517
10920  1390   33813
10920  1525   42237
10920  1573   10527
10920  1624   15925
10920  1624   63700
10920  1776   27508
10920  1797   6292
10920  1872   52483
10920  1998   18772
10920  2326   45253
10920  2368   18772
10920  2548   5227
10920  2548   11772
10920  2548   31657
10920  2548   32079
10920  2548   38586
10920  2548   38906
10920  2925   5394
10920  2925   10005
10920  2925   20446
10920  2925   20880
10920  2925   40218
10920  2925   54191
10920  2925   54808
10920  3120   8033
10920  3242   10192
10920  3328   7162
10920  3328   11046
10920  3328   20446
10920  3328   37376
10920  3328   41290
10920  3328   43311
10920  3328   51940
10920  3328   57644
10920  3417   15028
10920  3606   13312
10920  3757   7823
10920  3757   20362
10920  3757   20964
10920  3757   31117
10920  3757   43931
10920  3757   55350
10920  3757   56717
10920  3757   56839
10920  3757   61073
10920  3850   54925
10920  3936   15028
10920  3996   56628
10920  4237   15925
10920  4239   9477
10920  4390   21853
10920  4392   22932
10920  4477   8125
10920  4561   49972
10920  4655   33813
10920  4693   33930
10920  4743   9477
10920  5200   50785
10920  5200   55023
10920  5200   56499
10920  5200   61568
10920  5394   46800
10920  5550   49972
10920  5733   35916
10920  5733   59262
10920  5905   58357
10920  6019   19773
10920  6269   26325
10920  6877   6891
10920  6877   26357
10920  6877   49261
10920  6877   59200
10920  7083   15925
10920  7154   32500
10920  7191   10192
10920  7205   36517
10920  7252   9477
10920  7285   15028
10920  7400   48373
10920  8125   8325
10920  8125   15512
10920  8125   43618
10920  8125   44506
10920  8125   55263
10920  8125   56065
10920  8222   26325
10920  8979   22932
10920  9118   14157
10920  9118   56628
10920  9337   19773
10920  9344   46800
10920  9477   27881
10920  9477   30213
10920  9477   31407
10920  9477   35258
10920  9477   39960
10920  9477   45106
10920  9477   48100
10920  9509   63700
10920  10005  11700
10920  10005  13312
10920  10192  11772
10920  10192  47088
10920  10192  48800
10920  10231  48373
10920  10527  36517
10920  10933  57720
10920  10933  58464
10920  11031  45253
10920  11700  18634
10920  11700  23039
10920  11700  25157
10920  11700  37376
10920  11700  40020
10920  11700  41066
10920  11700  44042
10920  11700  63542
10920  11781  53248
10920  12199  65533
10920  12493  17983
10920  12493  33607
10920  12493  41790
10920  12493  54860
10920  12493  56261
10920  12493  60793
10920  12506  46800
10920  12985  46800
10920  13312  13702
10920  13312  18634
10920  13312  21312
10920  13312  24674
10920  13312  54808
10920  13668  15028
10920  13725  49972
10920  14411  53248
10920  14430  28080
10920  14504  15028
10920  14504  60112
10920  14760  49972
10920  15028  30772
10920  15028  35696
10920  15028  36077
10920  15028  50050
10920  15028  55808
10920  15028  56717
10920  15028  58568
10920  15028  60755
10920  15461  54925
10920  15785  15925
10920  15925  51683
10920  15925  56444
10920  15925  62023
10920  15925  63140
10920  16236  60112
10920  16317  61893
10920  16848  27975
10920  16893  22932
10920  16923  28717
10920  17797  40936
10920  18300  46800
10920  18634  46800
10920  18772  33930
10920  18772  54406
10920  18852  24037
10920  19773  41697
10920  19773  47019
10920  19773  53724
10920  19773  59988
10920  19996  46800
10920  20130  26325
10920  20362  60112
10920  20446  53248
10920  20466  33813
10920  20744  53248
10920  20800  22306
10920  20800  24250
10920  20800  50785
10920  20800  54020
10920  20880  46800
10920  21344  36517
10920  21853  35816
10920  21853  39146
10920  21853  61568
10920  21853  62787
10920  22021  39325
10920  22200  28717
10920  22932  32897
10920  22932  33300
10920  22932  52067
10920  22932  60173
10920  23326  40768
10920  23785  33813
10920  24037  28416
10920  24037  58565
10920  24037  64697
10920  24891  33813
10920  25012  32500
10920  25168  50997
10920  26325  39705
10920  26325  52523
10920  27508  32345
10920  28219  54925
10920  28332  63700
10920  28815  51597
10920  29090  63700
10920  29140  60112
10920  29952  33884
10920  31051  65533
10920  31117  38220
10920  31117  51597
10920  31213  55500
10920  31309  37908
10920  31443  43732
10920  32500  56065
10920  32500  62048
10920  33116  65533
10920  33210  33813
10920  33607  49972
10920  33813  41962
10920  34042  46800
10920  34262  36517
10920  34632  56628
10920  34632  63700
10920  34734  46800
10920  35056  49972
10920  36260  42237
10920  36517  40010
10920  36517  57351
10920  36517  57634
10920  37225  46800
10920  37286  60112
10920  37376  53248
10920  37908  50041
10920  37908  50949
10920  37908  63423
10920  38733  63700
10920  38857  53248
10920  40768  41905
10920  40768  45066
10920  40768  55263
10920  42604  45253
10920  42887  48373
10920  43311  53248
10920  43732  44911
10920  43732  54375
10920  43732  57720
10920  43732  59200
10920  43931  60112
10920  46704  61893
10920  46800  51452
10920  46800  53997
10920  46800  54191
10920  46800  56459
10920  46800  61229
10920  47258  54925
10920  47923  61893
10920  48029  63700
10920  48373  52269
10920  48373  64624
10920  49972  54860
10920  49972  60487
10920  49972  63895
10920  51557  63700
10920  51597  52397
10920  51597  55044
10920  51940  53248
10920  52670  61893
10920  53248  54373
10920  53248  57918
10920  55350  60112
10920  56047  63700
10920  56628  63936
10920  56717  60112
10920  56954  61893
10920  58357  65078
10920  61893  63804
10921  13     146
10921  13     1865
10921  13     2336
10921  13     7303
10921  13     14170
10921  13     14411
10921  13     25157
10921  13     29212
10921  13     29840
10921  13     33170
10921  13     45229
10921  13     53494
10921  13     53774
10921  13     54373
10921  13     57918
10921  13     58877
10921  13     59338
10921  13     59944
10921  13     63080
10921  37     18772
10921  52     4477
10921  52     7215
10921  52     8755
10921  52     16650
10921  52     23569
10921  52     23976
10921  52     27103
10921  52     37743
10921  52     54745
10921  73     36517
10921  109    28717
10921  111    63700
10921  117    6206
10921  117    21110
10921  117    25211
10921  117    45017
10921  146    3328
10921  146    11700
10921  146    53248
10921  208    5078
10921  208    7303
10921  208    11781
10921  208    24674
10921  208    25157
10921  208    29212
10921  208    45229
10921  208    58998
10921  208    59338
10921  208    59944
10921  246    3757
10921  292    36517
10921  325    35557
10921  325    50785
10921  325    55023
10921  325    61568
10921  545    10933
10921  637    4879
10921  637    31657
10921  637    32079
10921  637    41464
10921  637    44578
10921  637    48461
10921  793    36517
10921  832    2539
10921  832    7215
10921  832    10005
10921  832    13702
10921  832    16650
10921  832    19980
10921  832    27103
10921  832    54808
10921  832    55606
10921  832    57696
10921  898    9477
10921  925    6877
10921  925    15795
10921  951    1300
10921  1053   21042
10921  1168   36517
10921  1300   15216
10921  1300   33890
10921  1525   27508
10921  1573   37471
10921  1755   7381
10921  1755   14430
10921  1776   63700
10921  1813   37908
10921  1813   54925
10921  1850   8125
10921  1865   3328
10921  1872   6206
10921  1872   33884
10921  1872   34153
10921  1884   15925
10921  2336   3328
10921  2336   11700
10921  2336   53248
10921  2548   3924
10921  2548   4792
10921  2548   31494
10921  2548   47088
10921  2925   12985
10921  2925   13702
10921  2925   19996
10921  2925   21576
10921  2925   32291
10921  2925   34734
10921  2925   37253
10921  2925   44184
10921  2943   10192
10921  3328   7303
10921  3328   14170
10921  3328   14411
10921  3328   25157
10921  3328   29212
10921  3328   29840
10921  3328   33170
10921  3328   45229
10921  3328   53494
10921  3328   53774
10921  3328   54373
10921  3328   57918
10921  3328   58877
10921  3328   59338
10921  3328   59944
10921  3328   63080
10921  3442   11700
10921  3565   49972
10921  3654   10933
10921  3700   14157
10921  3700   56628
10921  3700   63180
10921  3757   26349
10921  3757   36077
10921  3757   40905
10921  3757   43704
10921  3878   8125
10921  3878   32500
10921  3904   17797
10921  4212   50163
10921  4477   13312
10921  4477   32500
