This file is an ordered list of all 16bit choices for a miller-rabin base to use
in conjunction with base 2, when doing primality testing of a 64 bit value.
The list is sorted by how many 64 bit values are strong pseudoprimes to both of
the following bases: base[0]=2 and base[1]=the_listed_base_number.

total pseudoprimes   base number
1311946  20650
1311946  20510
1311946  46066
1311946  9791
1311946  33334
1311947  5745
1311947  1390
1311947  40301
1311947  32414
1311947  14708
1311947  20936
1311947  17617
1311947  21217
1311947  48385
1311947  10598
1311947  38943
1311947  3755
1311947  6473
1311947  61566
1311947  44470
1311948  51883
1311948  37024
1311948  2627
1311948  29210
1311948  50011
1311948  59950
1311948  37197
1311948  27006
1311948  47388
1311948  46266
1311948  39658
1311948  17245
1311948  36092
1311949  64558
1311949  64851
1311949  43793
1311949  26753
1311949  2314
1311949  21613
1311949  20863
1311949  17445
1311949  20246
1311949  60470
1311949  7316
1311949  59498
1311949  36218
1311949  27124
1311949  48932
1311949  63712
1311949  15736
1311949  58648
1311949  45437
1311949  19944
1311949  23566
1311950  41032
1311950  583
1311950  31353
1311950  4007
1311950  4115
1311950  40673
1311950  3357
1311950  12085
1311950  7773
1311950  16836
1311950  27086
1311950  16284
1311950  14482
1311950  33723
1311950  37353
1311950  36890
1311950  64767
1311950  56340
1311950  38262
1311950  9061
1311951  25487
1311951  3982
1311951  30180
1311951  52906
1311951  11316
1311951  26874
1311951  19568
1311951  65357
1311951  64840
1311951  23523
1311951  15057
1311951  36837
1311951  10234
1311951  50447
1311951  62201
1311951  44119
1311952  53448
1311952  55788
1311952  55645
1311952  31255
1311952  45945
1311952  2829
1311952  40753
1311952  13258
1311952  56718
1311952  44123
1311952  33362
1311952  11887
1311953  34135
1311953  23903
1311953  52918
1311953  53509
1311953  50589
1311953  51703
1311953  21978
1311953  19901
1311953  51857
1311953  12469
1311953  63687
1311953  21479
1311953  20932
1311953  55182
1311953  55062
1311953  51952
1311953  50272
1311953  10261
1311954  57347
1311954  49023
1311954  51014
1311954  951
1311954  25402
1311954  56833
1311954  50313
1311954  20854
1311954  56040
1311954  50165
1311954  62921
1311954  8764
1311954  45303
1311954  55759
1311954  32008
1311954  16685
1311954  60477
1311954  59925
1311954  59699
1311954  57952
1311954  6988
1311954  11130
1311954  51445
1311954  55244
1311955  7551
1311955  34301
1311955  60272
1311955  46280
1311955  46758
1311955  55431
1311955  9983
1311955  39195
1311955  54105
1311955  12581
1311955  55547
1311955  19377
1311955  27441
1311955  14449
1311955  38956
1311955  50654
1311956  38349
1311956  58919
1311956  13362
1311956  35715
1311956  9205
1311956  49727
1311956  31314
1311956  56694
1311956  14919
1311956  52418
1311956  20949
1311956  63576
1311956  30670
1311956  5357
1311956  26309
1311956  60864
1311957  2917
1311957  31344
1311957  33816
1311957  7176
1311957  21596
1311957  59041
1311957  20359
1311957  53161
1311957  16353
1311957  56851
1311957  33996
1311957  53976
1311957  40568
1311957  55089
1311957  53423
1311957  27177
1311957  28662
1311957  7879
1311958  9023
1311958  7422
1311958  50595
1311958  56966
1311958  12726
1311958  41548
1311958  52963
1311958  6161
1311958  19686
1311958  62127
1311958  54506
1311958  50347
1311958  30072
1311958  54639
1311958  6047
1311958  45025
1311958  22513
1311958  32834
1311958  36788
1311958  48402
1311959  47338
1311959  37169
1311959  22527
1311959  62420
1311959  56359
1311959  48087
1311959  1462
1311959  10212
1311959  36743
1311959  37266
1311959  27703
1311960  59779
1311960  32382
1311960  38789
1311960  58196
1311960  35933
1311960  44477
1311960  34990
1311960  58872
1311960  10943
1311960  5565
1311960  50381
1311960  24372
1311960  46951
1311960  43196
1311960  40413
1311960  43391
1311960  41426
1311960  31174
1311961  48364
1311961  4103
1311961  8851
1311961  56291
1311961  32589
1311961  34671
1311961  9707
1311961  37391
1311961  45263
1311961  36616
1311961  54485
1311961  58172
1311961  33709
1311961  38014
1311962  47535
1311962  1894
1311962  32359
1311962  26845
1311962  35892
1311962  40004
1311962  51349
1311962  40912
1311962  41153
1311962  52402
1311962  32169
1311962  40292
1311962  62952
1311962  18823
1311962  23498
1311962  11566
1311962  36915
1311962  18606
1311962  8454
1311962  22856
1311962  33893
1311962  14486
1311963  14540
1311963  2717
1311963  63886
1311963  15722
1311963  34024
1311963  52413
1311963  33451
1311963  30428
1311963  62467
1311963  6433
1311963  43648
1311963  14619
1311963  34954
1311963  31516
1311963  25558
1311963  45045
1311963  59133
1311963  47203
1311963  24663
1311963  63343
1311964  9946
1311964  31276
1311964  10831
1311964  18350
1311964  5848
1311964  41657
1311964  61855
1311964  1259
1311964  52346
1311964  47976
1311964  41078
1311964  18790
1311964  63519
1311964  7858
1311964  48218
1311964  29458
1311964  32113
1311964  17512
1311965  32078
1311965  27558
1311965  44255
1311965  11803
1311965  3032
1311965  28639
1311965  45625
1311965  24007
1311965  34130
1311965  3804
1311965  38320
1311965  37770
1311965  51989
1311965  63791
1311965  21511
1311965  41874
1311965  28876
1311966  20658
1311966  18166
1311966  27244
1311966  814
1311966  26534
1311966  17958
1311966  36547
1311966  761
1311966  12911
1311966  12036
1311966  61263
1311966  19371
1311966  48501
1311966  42032
1311966  38587
1311966  12724
1311966  25394
1311966  23206
1311966  33005
1311966  8002
1311966  49193
1311966  18503
1311967  27362
1311967  10118
1311967  26302
1311967  59961
1311967  1581
1311967  41168
1311967  61661
1311967  5914
1311967  20087
1311967  29272
1311967  4612
1311967  50474
1311967  9556
1311967  31063
1311967  323
1311967  20912
1311968  4439
1311968  13793
1311968  45170
1311968  30304
1311968  57819
1311968  26023
1311968  6965
1311968  22240
1311968  61289
1311968  17871
1311968  12680
1311968  28324
1311968  7028
1311968  51617
1311968  10093
1311968  24153
1311968  42791
1311968  46335
1311968  23201
1311968  60421
1311968  49470
1311968  58965
1311968  18078
1311968  65023
1311968  17848
1311968  37780
1311969  21684
1311969  53269
1311969  47890
1311969  7092
1311969  40929
1311969  31009
1311969  58443
1311969  47209
1311969  5173
1311969  17009
1311969  5936
1311969  22586
1311969  3622
1311969  11737
1311969  25755
1311969  15052
1311969  41670
1311969  31735
1311969  40063
1311970  55994
1311970  45008
1311970  61217
1311970  58325
1311970  4667
1311970  48426
1311970  53035
1311970  61585
1311970  33143
1311970  57917
1311970  46918
1311970  28765
1311970  29247
1311970  61937
1311970  47983
1311970  32703
1311971  36158
1311971  30849
1311971  14809
1311971  5624
1311971  40628
1311971  60359
1311971  12176
1311971  61145
1311971  65297
1311971  40092
1311971  50123
1311971  25629
1311971  62095
1311971  36775
1311971  15968
1311971  12445
1311971  34009
1311971  30474
1311971  44581
1311972  12924
1311972  40409
1311972  23755
1311972  58585
1311972  3651
1311972  26438
1311972  57712
1311972  56807
1311972  12053
1311972  14765
1311972  27887
1311972  60338
1311972  47740
1311972  28601
1311972  29473
1311972  61151
1311972  41001
1311972  52841
1311972  57809
1311972  6622
1311973  61134
1311973  24841
1311973  3948
1311973  28354
1311973  53321
1311973  10207
1311973  22239
1311973  53299
1311973  55933
1311973  5758
1311973  49237
1311973  40766
1311974  49166
1311974  65135
1311974  61493
1311974  9821
1311974  14750
1311974  12569
1311974  10873
1311974  3767
1311974  63419
1311974  1959
1311974  2813
1311974  27669
1311974  25192
1311974  47109
1311974  9154
1311974  2557
1311975  6659
1311975  34796
1311975  41283
1311975  20675
1311975  45457
1311975  30235
1311975  822
1311975  38958
1311975  39956
1311975  18419
1311975  62805
1311975  371
1311975  28374
1311975  55640
1311975  29961
1311975  18356
1311975  19119
1311976  39215
1311976  49482
1311976  58832
1311976  7861
1311976  24561
1311976  10292
1311976  21774
1311976  18126
1311976  26688
1311976  48017
1311976  34677
1311976  34995
1311976  44186
1311976  13024
1311976  53728
1311976  9609
1311976  12417
1311976  50292
1311976  14509
1311977  56184
1311977  47294
1311977  63168
1311977  17572
1311977  59927
1311977  64427
1311977  55729
1311977  35821
1311977  61318
1311977  31839
1311977  58907
1311977  65493
1311977  33238
1311977  60284
1311977  39784
1311977  63581
1311977  54198
1311977  30009
1311977  41044
1311977  43718
1311977  63335
1311977  13684
1311977  41845
1311978  9636
1311978  15539
1311978  17127
1311978  15738
1311978  15844
1311978  56473
1311978  16475
1311978  31299
1311978  53480
1311978  7318
1311978  16766
1311978  19601
1311978  46573
1311978  47505
1311978  60044
1311978  46064
1311979  36466
1311979  21353
1311979  62617
1311979  19699
1311979  4272
1311979  36933
1311979  55806
1311979  32772
1311979  35745
1311979  50276
1311979  54971
1311979  18753
1311979  48712
1311979  14878
1311979  10868
1311979  62750
1311979  12824
1311979  10926
1311979  32907
1311979  55665
1311979  553
1311979  26774
1311979  28501
1311979  30991
1311979  28262
1311980  21018
1311980  7446
1311980  26043
1311980  9277
1311980  14829
1311980  38436
1311980  31202
1311980  15216
1311980  41978
1311980  14816
1311980  51868
1311980  46042
1311980  16655
1311980  40083
1311980  24127
1311980  6056
1311980  51487
1311980  32252
1311981  14718
1311981  7607
1311981  25726
1311981  56174
1311981  14906
1311981  49692
1311981  52721
1311981  28113
1311981  57845
1311981  11377
1311981  55363
1311981  14492
1311981  51870
1311981  60853
1311981  9551
1311981  55712
1311982  34393
1311982  1301
1311982  48070
1311982  32898
1311982  63029
1311982  21307
1311982  22221
1311982  18655
1311982  51070
1311982  12091
1311982  39035
1311982  11729
1311982  42703
1311982  49668
1311982  36721
1311982  6222
1311982  29124
1311982  34934
1311982  19685
1311982  40058
1311982  30401
1311982  9383
1311982  15211
1311982  705
1311982  14378
1311982  54232
1311982  62888
1311982  56735
1311982  27297
1311982  4720
1311982  8484
1311983  51121
1311983  28496
1311983  59402
1311983  5036
1311983  33160
1311983  18449
1311983  9256
1311983  5578
1311983  63999
1311983  30554
1311983  29032
1311983  48512
1311983  53286
1311983  57107
1311983  9876
1311983  40979
1311983  28318
1311984  34565
1311984  52917
1311984  45652
1311984  59249
1311984  44429
1311984  48797
1311984  47212
1311984  2270
1311984  44732
1311984  24489
1311984  31335
1311984  40591
1311984  27926
1311984  37058
1311984  27860
1311984  36494
1311984  26442
1311984  27509
1311984  2113
1311984  53096
1311985  56449
1311985  36358
1311985  52084
1311985  14915
1311985  40023
1311985  45158
1311985  7005
1311985  35890
1311985  33405
1311985  56111
1311985  59301
1311985  10796
1311985  17357
1311985  20046
1311985  60743
1311985  27721
1311985  31228
1311985  27694
1311985  4182
1311985  36189
1311985  8973
1311985  45322
1311985  23991
1311986  38612
1311986  46735
1311986  37493
1311986  49876
1311986  29580
1311986  25019
1311986  14428
1311986  25672
1311986  33388
1311986  32086
1311987  21725
1311987  15190
1311987  32652
1311987  20141
1311987  45320
1311987  44752
1311987  28063
1311987  50352
1311987  62554
1311987  10799
1311987  45204
1311987  23561
1311987  57334
1311987  44939
1311987  46643
1311987  54371
1311988  12079
1311988  7276
1311988  35466
1311988  43772
1311988  25401
1311988  15591
1311988  63365
1311988  54028
1311988  58416
1311988  41899
1311988  6837
1311988  57968
1311988  47975
1311988  22607
1311988  38665
1311988  47141
1311988  56959
1311988  17867
1311988  44312
1311988  59516
1311988  36053
1311988  58061
1311988  54549
1311989  59521
1311989  34226
1311989  46357
1311989  5163
1311989  51448
1311989  13428
1311989  15740
1311989  8333
1311989  54676
1311989  31774
1311989  36860
1311989  46688
1311989  63139
1311989  40685
1311989  5287
1311989  267
1311989  13370
1311989  3358
1311989  59052
1311990  31092
1311990  24700
1311990  1013
1311990  20456
1311990  35765
1311990  35158
1311990  37453
1311990  52563
1311990  29907
1311990  4561
1311990  28647
1311990  51761
1311990  25814
1311990  17653
1311990  30127
1311991  12522
1311991  19954
1311991  37029
1311991  39430
1311991  31139
1311991  24832
1311991  22312
1311991  44692
1311991  41275
1311991  12197
1311991  63967
1311991  3992
1311991  47277
1311991  58226
1311991  5392
1311991  32042
1311991  41779
1311991  14085
1311991  15146
1311992  26070
1311992  5168
1311992  1781
1311992  44350
1311992  51223
1311992  31843
1311992  97
1311992  38967
1311992  33471
1311992  41020
1311992  26403
1311992  15701
1311992  45380
1311992  36242
1311992  26922
1311992  29571
1311992  40942
1311992  55839
1311992  39854
1311992  11735
1311992  37855
1311992  24595
1311992  25299
1311992  13152
1311992  29116
1311993  17173
1311993  18371
1311993  27541
1311993  27348
1311993  33444
1311993  55765
1311993  18845
1311993  56354
1311993  38157
1311993  59676
1311993  58922
1311993  35056
1311993  36885
1311994  16639
1311994  35192
1311994  33483
1311994  63672
1311994  926
1311994  26278
1311994  52062
1311994  28391
1311994  57479
1311994  28629
1311994  13432
1311994  37884
1311994  42476
1311994  37689
1311994  14010
1311994  50088
1311994  63922
1311995  64987
1311995  2797
1311995  44774
1311995  60437
1311995  37117
1311995  10327
1311995  54779
1311995  58038
1311995  4462
1311995  29328
1311995  1833
1311995  50908
1311995  3719
1311995  20144
1311995  27768
1311996  11689
1311996  22299
1311996  62024
1311996  13268
1311996  53821
1311996  43184
1311996  7775
1311996  50143
1311996  37229
1311996  33808
1311996  60844
1311996  48045
1311996  12233
1311996  12099
1311996  8063
1311996  51163
1311996  54844
1311996  43982
1311996  44296
1311996  3482
1311996  61043
1311996  58992
1311996  54775
1311996  27238
1311996  26104
1311997  29030
1311997  27975
1311997  8744
1311997  58567
1311997  53032
1311997  27534
1311997  8699
1311997  6404
1311997  12358
1311997  58607
1311997  15238
1311997  42542
1311997  63425
1311997  24015
1311997  41090
1311997  13910
1311997  10186
1311997  45622
1311997  20692
1311997  35218
1311997  22961
1311997  45802
1311997  17004
1311997  54842
1311997  37431
1311997  49523
1311998  22844
1311998  6955
1311998  40472
1311998  5964
1311998  7887
1311998  4892
1311998  30189
1311998  36320
1311998  49701
1311998  31432
1311998  14662
1311998  45781
1311998  9060
1311998  8848
1311998  44759
1311998  13841
1311998  417
1311998  10790
1311998  13710
1311998  37652
1311998  46948
1311998  60066
1311998  1829
1311998  44362
1311999  6621
1311999  64385
1311999  49780
1311999  19925
1311999  56489
1311999  49630
1311999  16826
1311999  16412
1311999  3786
1311999  52470
1311999  4209
1311999  25624
1311999  10553
1311999  45595
1311999  35286
1311999  22765
1312000  22663
1312000  15830
1312000  35353
1312000  15930
1312000  22260
1312000  37864
1312000  45023
1312000  5783
1312000  63042
1312000  6175
1312000  14028
1312000  58764
1312000  5144
1312000  46261
1312000  3147
1312000  16208
1312000  2573
1312000  48178
1312000  39774
1312001  45831
1312001  48157
1312001  33674
1312001  47987
1312001  7420
1312001  14034
1312001  23706
1312001  3609
1312001  4251
1312001  24117
1312001  37532
1312001  58034
1312001  39495
1312001  24693
1312001  40041
1312001  30591
1312001  25915
1312001  2807
1312001  32350
1312001  62437
1312002  24780
1312002  3687
1312002  49927
1312002  10701
1312002  30204
1312002  9592
1312002  17547
1312002  60760
1312002  22323
1312002  44307
1312002  6195
1312002  54570
1312002  19457
1312002  40880
1312002  41061
1312002  27288
1312003  50899
1312003  17546
1312003  32942
1312003  1552
1312003  4683
