This file is an ordered list of all 16bit choices for a miller-rabin base to use
in conjunction with base 2, when doing primality testing of a 64 bit value.
The list is sorted by how many 64 bit values are strong pseudoprimes to both of
the following bases: base[0]=2 and base[1]=the_listed_base_number.

total pseudoprimes   base number
1314655  10691
1314655  49736
1314656  38531
1314656  11286
1314656  9158
1314657  46043
1314657  3437
1314657  64900
1314657  34405
1314657  20546
1314657  20221
1314658  42287
1314658  35003
1314658  25131
1314658  47358
1314658  27210
1314659  24095
1314659  28165
1314660  64942
1314660  32203
1314660  58282
1314660  56153
1314660  38758
1314660  35407
1314661  55152
1314661  10173
1314661  60172
1314662  26519
1314662  24626
1314662  41926
1314662  10401
1314663  32737
1314663  37129
1314663  26247
1314663  46359
1314663  54838
1314664  52547
1314664  39153
1314664  44142
1314664  52655
1314665  42673
1314665  45664
1314665  12075
1314666  42129
1314666  58401
1314667  44351
1314667  2129
1314667  30950
1314667  11212
1314667  49351
1314667  59170
1314668  649
1314668  23107
1314669  61224
1314669  45049
1314669  7944
1314669  52167
1314669  17654
1314670  33260
1314670  32800
1314670  25705
1314670  38276
1314671  40919
1314671  54789
1314672  26107
1314672  27763
1314672  36618
1314673  35214
1314673  60390
1314673  3084
1314673  20114
1314673  36577
1314673  32418
1314673  41767
1314673  46710
1314673  46437
1314674  2724
1314674  45735
1314674  21396
1314674  2854
1314674  43146
1314674  46538
1314674  21303
1314675  26149
1314675  41017
1314675  25575
1314675  2050
1314675  41959
1314676  4404
1314676  22730
1314676  42233
1314676  20012
1314676  35395
1314676  2596
1314677  42764
1314677  56654
1314677  9424
1314677  52970
1314678  21409
1314678  44408
1314678  59945
1314678  32434
1314678  19361
1314678  29066
1314678  3447
1314679  56032
1314679  15290
1314679  20922
1314680  50836
1314680  62359
1314680  33296
1314680  35668
1314680  25644
1314681  8380
1314681  64063
1314681  9508
1314683  58882
1314683  28139
1314683  46833
1314683  36667
1314683  61619
1314684  37379
1314684  50110
1314684  10763
1314684  49095
1314684  45311
1314685  17663
1314685  18904
1314685  44784
1314686  38825
1314686  30864
1314686  53295
1314686  32239
1314686  58815
1314686  9820
1314687  56152
1314687  34029
1314687  31819
1314687  55569
1314688  54441
1314688  40433
1314688  22465
1314689  31239
1314689  2081
1314690  11650
1314690  30596
1314690  60852
1314690  17454
1314690  37405
1314690  62719
1314691  14044
1314691  13788
1314691  771
1314691  7019
1314691  33283
1314692  42999
1314692  28474
1314692  20660
1314692  34064
1314692  53487
1314692  50009
1314692  43584
1314692  58217
1314692  15268
1314692  39400
1314692  38745
1314693  18778
1314694  43021
1314694  22724
1314694  8950
1314694  8200
1314694  30489
1314694  17530
1314694  38467
1314694  40376
1314695  45091
1314695  10384
1314695  45667
1314696  21096
1314696  34378
1314696  37525
1314696  18178
1314696  12888
1314697  56965
1314697  61207
1314697  16563
1314697  49344
1314698  14499
1314698  2799
1314698  49679
1314698  27151
1314698  42947
1314699  33546
1314700  40663
1314700  1576
1314700  55113
1314700  63254
1314700  4012
1314700  41536
1314700  50459
1314700  53369
1314701  35186
1314701  2095
1314701  9462
1314701  14038
1314701  20682
1314701  5551
1314702  22828
1314702  589
1314702  63223
1314702  19428
1314703  40019
1314704  10896
1314704  43441
1314704  29547
1314704  9850
1314705  27905
1314705  29637
1314705  23793
1314705  30174
1314705  41763
1314706  39101
1314706  45050
1314706  13683
1314707  60667
1314707  19906
1314707  47719
1314708  14416
1314708  24625
1314708  51921
1314709  4310
1314709  60978
1314709  40645
1314709  681
1314710  6521
1314710  60155
1314710  47425
1314710  42387
1314710  33391
1314711  33246
1314712  23463
1314713  51949
1314713  60386
1314713  19540
1314713  59443
1314713  57664
1314713  55269
1314713  3834
1314713  64192
1314714  30639
1314714  8760
1314714  59849
1314715  3604
1314715  28076
1314715  33353
1314715  43011
1314715  33520
1314715  24361
1314715  46600
1314715  57491
1314716  55849
1314717  33085
1314717  59081
1314717  31649
1314717  28348
1314718  60362
1314719  54992
1314719  16871
1314719  44295
1314719  45451
1314720  44082
1314720  4190
1314720  9128
1314723  58891
1314723  58949
1314723  12325
1314723  46602
1314723  60817
1314723  40998
1314723  32626
1314724  4726
1314724  53144
1314724  42763
1314724  59766
1314724  37149
1314725  28691
1314725  19692
1314725  12336
1314725  19729
1314725  44593
1314726  40073
1314726  4857
1314726  55314
1314726  45292
1314726  7087
1314727  43052
1314727  901
1314727  6184
1314727  2282
1314727  58911
1314728  7716
1314728  6904
1314728  21128
1314729  45423
1314729  25416
1314729  11102
1314729  63768
1314729  1172
1314730  50246
1314730  31627
1314730  15368
1314730  18752
1314730  37648
1314730  8917
1314731  31882
1314731  53287
1314731  43083
1314732  50323
1314732  51066
1314732  54023
1314732  16225
1314732  44371
1314732  19118
1314732  19458
1314733  394
1314733  41113
1314734  50810
1314734  56179
1314734  4409
1314734  36626
1314734  43421
1314734  51565
1314735  60417
1314735  54379
1314735  55821
1314735  18435
1314736  56381
1314736  62923
1314737  58535
1314737  53549
1314738  43943
1314739  4688
1314739  25216
1314739  52070
1314740  10782
1314740  43402
1314740  32966
1314741  27616
1314741  20371
1314741  50844
1314742  37961
1314742  56251
1314742  49522
1314742  62613
1314743  5681
1314743  24410
1314744  6304
1314744  3502
1314745  48313
1314745  23091
1314745  55562
1314745  52613
1314746  47121
1314746  48638
1314746  2356
1314746  39280
1314746  293
1314747  45261
1314748  29806
1314748  49353
1314748  37338
1314748  35040
1314748  37696
1314748  6312
1314749  22250
1314749  6223
1314749  45627
1314750  53646
1314750  27261
1314750  5248
1314750  44848
1314750  43250
1314751  48995
1314751  14008
1314752  7353
1314752  40638
1314752  57693
1314752  32323
1314752  51135
1314752  51347
1314753  32791
1314754  23619
1314754  10548
1314754  46562
1314754  25343
1314755  5707
1314755  48530
1314755  49655
1314755  57367
1314755  54033
1314755  27377
1314756  33697
1314756  50666
1314756  36512
1314756  43128
1314757  41604
1314757  30515
1314757  42931
1314757  40900
1314757  53511
1314758  27397
1314758  61344
1314758  26695
1314759  53903
1314759  60821
1314760  60231
1314760  26257
1314761  31881
1314761  57961
1314762  21564
1314762  54498
1314762  14701
1314762  16578
1314762  1726
1314762  51942
1314762  57910
1314763  5898
1314763  54035
1314763  55919
1314764  17967
1314765  42401
1314765  41161
1314766  59898
1314766  46034
1314767  2353
1314767  22667
1314767  23956
1314768  26932
1314769  2190
1314769  31639
1314769  46002
1314769  12711
1314769  30385
1314769  59525
1314770  2803
1314770  62748
1314770  27653
1314770  53950
1314771  41361
1314771  37627
1314771  26084
1314772  23704
1314772  5926
1314772  10435
1314772  31211
1314772  29993
1314773  2455
1314773  37982
1314773  18697
1314773  52081
1314773  57601
1314773  35162
1314773  37224
1314773  33465
1314774  36486
1314774  34837
1314774  47619
1314774  50058
1314774  25686
1314775  27525
1314775  25248
1314775  41133
1314775  17073
1314775  43243
1314775  38354
1314775  65529
1314775  57453
1314776  11682
1314776  5989
1314776  5274
1314776  17122
1314776  16188
1314776  3511
1314777  10094
1314778  61949
1314778  13203
1314778  30206
1314778  6581
1314778  23331
1314779  62367
1314779  52695
1314779  17239
1314779  64111
1314780  49300
1314780  13286
1314781  53319
1314781  6626
1314783  64365
1314783  56013
1314783  35175
1314784  55927
1314784  328
1314784  58941
1314784  32011
1314784  62885
1314784  61669
1314785  40391
1314785  23017
1314786  62061
1314786  9291
1314786  50850
1314786  18579
1314786  1578
1314786  28327
1314787  46065
1314787  42330
1314787  47249
1314787  13801
1314787  22703
1314787  46009
1314787  26581
1314789  19757
1314789  46605
1314789  26324
1314789  61521
1314790  53790
1314790  4885
1314790  6576
1314790  61137
1314791  32758
1314791  50645
1314792  5717
1314792  22868
1314792  50345
1314792  52812
1314793  39025
1314793  15336
1314793  51127
1314793  411
1314794  8516
1314794  42314
1314794  33710
1314795  63085
1314795  41647
1314795  41188
1314795  15942
1314796  50351
1314796  23418
1314797  56176
1314797  25403
1314797  34543
1314797  37311
1314797  6354
1314797  53088
1314798  42013
1314798  26504
1314798  29733
1314798  20972
1314799  58950
1314799  63533
1314800  16025
1314800  61030
1314800  26529
1314800  62092
1314800  16514
1314801  62049
1314801  34661
1314802  24892
1314802  37872
1314802  38415
1314803  1312
1314804  40703
1314804  50002
1314804  44639
1314804  46099
1314804  22867
1314805  35217
1314805  29761
1314805  17071
1314806  34203
1314806  64447
1314806  54591
1314806  20973
1314807  38823
1314807  51973
1314807  64019
1314808  27689
1314808  32415
1314808  19846
1314809  56325
1314809  24555
1314810  2988
1314810  10297
1314811  27446
1314813  5243
1314813  45879
1314814  57070
1314814  5391
1314816  17723
1314816  38637
1314816  7417
1314817  23341
1314817  20992
1314817  2367
1314818  10165
1314818  23930
1314818  26570
1314819  48464
1314819  8324
1314820  39483
1314820  8455
1314821  63857
1314821  15687
1314821  10690
1314823  31417
1314823  82
1314824  55161
1314824  20251
1314824  65421
1314824  9412
1314825  26413
1314825  36735
1314825  40219
1314826  3029
1314826  29138
1314826  3318
1314826  54474
1314826  65076
1314827  35243
1314828  5433
1314829  20730
1314829  62099
1314829  39135
1314830  4047
1314830  20289
1314831  16867
1314831  36675
1314832  28286
1314832  4923
1314832  22753
1314832  46838
1314832  16053
1314833  38799
1314833  26304
1314833  27562
1314833  64212
1314834  63602
1314834  46877
1314834  60524
1314834  19148
1314834  43773
1314834  60886
1314835  14009
1314835  20852
1314835  19445
1314835  64177
1314835  43903
1314836  65281
1314837  30529
1314837  5213
1314838  64752
1314838  63256
1314838  61472
1314838  3216
1314839  44207
1314839  51150
1314839  17240
1314839  30620
1314840  33824
1314840  57099
1314840  11394
1314841  7907
1314841  55204
1314841  46161
1314841  36194
1314842  32538
1314842  29126
1314843  37822
1314843  57574
1314843  52331
1314843  64100
1314843  201
1314844  46141
1314844  29412
1314844  48009
1314844  4787
1314844  51456
1314845  36879
1314845  1644
1314845  31628
1314845  43566
1314846  48119
1314846  44990
1314847  44073
1314847  41462
1314847  21732
1314848  9468
1314848  35951
1314848  3842
1314848  8980
1314849  47797
1314849  47808
1314849  2637
1314849  42192
1314849  31347
1314850  34038
1314850  20857
1314850  15814
1314850  33975
1314850  4132
1314850  212
1314850  2114
1314851  12258
1314852  63839
1314852  20595
1314852  23226
1314852  26271
1314852  54272
1314852  52339
1314853  64236
1314854  62039
1314854  20036
1314854  30774
1314854  35483
1314855  62727
1314855  27277
1314855  62695
1314855  56433
1314855  56859
1314855  45481
1314855  53222
1314856  34805
1314856  5282
1314857  39010
1314857  64707
1314858  804
1314858  7649
1314858  33413
1314859  48215
1314859  64182
1314859  6411
1314859  29231
1314859  17051
1314860  30315
1314860  16760
1314860  29774
1314860  33662
1314860  42795
1314861  65414
1314861  34199
1314861  33775
1314861  58683
1314862  5650
1314862  46554
1314862  50750
1314863  36023
1314863  29668
1314863  29143
1314863  18868
1314864  61265
1314864  63927
1314864  44135
1314865  11738
1314866  44743
1314866  45141
1314866  33042
1314867  39481
1314867  27990
1314867  47539
1314867  57211
1314867  15131
1314868  42940
1314868  33610
1314869  47613
1314869  33077
1314869  46728
1314869  41234
1314869  56577
1314869  56017
1314869  9306
1314870  44558
1314870  32739
1314871  32194
1314871  58975
1314871  21553
1314872  3392
1314873  25001
1314873  37164
1314874  16656
1314874  38216
1314875  56699
1314875  34037
1314876  35920
1314877  63503
1314879  53
1314879  12116
1314880  39934
1314881  26568
1314881  58804
1314881  19623
1314881  21393
1314882  52267
1314882  58649
1314882  52235
1314882  15523
1314882  61021
1314882  41740
1314882  11604
1314883  33439
1314883  50299
1314883  16059
1314883  64697
1314883  46662
1314883  26823
1314883  57014
1314884  5339
1314885  43561
1314885  11796
1314885  45870
1314885  13568
1314885  3852
1314885  18080
1314886  25406
1314886  50503
1314886  1130
1314887  34069
1314887  64410
1314887  29125
1314888  46952
1314888  29713
1314888  848
1314889  10735
1314889  59578
1314890  20395
1314890  5009
1314890  27270
1314891  16269
1314891  1041
1314891  24733
1314891  58077
1314892  65448
1314892  12864
1314892  37230
1314892  40660
1314892  21356
1314892  56036
1314893  8456
1314893  36584
1314893  33155
1314893  54521
1314894  53735
1314894  24837
1314894  42760
1314894  43316
1314896  64250
1314896  34467
1314896  50013
1314896  33820
1314897  19174
1314897  64719
1314898  60290
1314898  61333
1314898  45878
1314900  46103
1314900  22019
1314900  54807
1314901  54561
1314901  43357
1314901  44149
1314902  4164
1314902  26185
1314902  55002
1314902  55477
1314903  17708
1314903  41737
1314903  58498
1314903  52005
1314903  24196
1314904  25957
1314904  20559
1314906  22070
1314906  4427
1314907  46254
1314907  2949
1314907  22813
1314908  61468
1314908  45847
1314909  2901
1314909  55882
1314910  20332
1314910  43610
1314910  47184
1314911  2034
1314911  45033
1314911  23057
1314911  28708
1314912  51267
1314912  60221
1314913  2245
1314914  54551
1314914  4717
1314914  34781
1314915  32544
1314915  44147
1314915  35489
1314915  30604
1314915  28545
1314915  30556
1314916  7208
1314917  61334
1314917  7655
1314917  48314
1314917  18572
1314918  24446
1314918  50627
1314919  35781
1314919  53129
1314919  51854
1314919  19078
1314919  32511
1314919  45575
1314919  24321
1314919  6049
1314920  52660
1314920  41126
1314920  2952
1314921  63458
1314921  46416
1314921  9146
1314922  25226
1314922  45804
1314923  39538
1314923  27580
1314924  18283
1314924  16528
1314924  47232
1314925  39155
1314925  9695
1314925  7651
1314925  62717
1314927  32693
1314927  27366
1314927  58554
1314928  51458
1314928  4228
1314928  57323
1314929  47861
1314929  35689
1314931  48275
1314931  64825
1314932  36095
1314933  28088
1314933  2660
1314934  6895
1314934  59869
1314934  33091
1314934  35653
1314935  36678
1314935  17585
1314935  41141
1314935  53822
1314936  61632
1314936  49032
1314938  16010
1314938  52687
1314938  12144
1314939  61812
1314939  1033
1314939  28080
1314940  59883
1314940  46781
1314941  40473
1314941  36715
1314942  59668
1314942  42868
1314942  28837
1314942  1755
1314943  63961
1314944  22600
1314944  19640
1314945  31097
1314946  34947
1314946  46870
1314946  25893
1314946  47935
1314946  60784
1314947  10932
1314947  32775
1314947  59958
1314948  49073
1314948  56816
1314948  28630
1314948  38702
1314949  34397
1314949  42560
1314950  9417
1314950  27823
1314950  35581
1314950  963
1314950  7022
1314950  4910
1314951  40033
1314951  11451
1314951  56041
1314951  3799
1314952  32665
1314953  2286
1314953  747
1314953  33322
1314953  38394
1314954  34325
1314954  6937
1314955  5083
1314955  39817
1314955  7177
1314955  34763
1314955  35946
1314956  44574
1314956  22543
1314956  34293
1314957  13272
1314958  6194
1314958  18623
1314958  63123
1314958  17623
1314959  6642
1314959  9864
1314959  17730
1314960  36576
1314960  39093
1314961  57723
1314961  759
1314961  42747
1314961  23112
1314963  16072
1314964  15408
1314964  40993
1314964  45576
1314965  24325
1314965  18387
1314965  38577
1314965  58974
1314965  42385
1314965  51733
1314966  33550
1314966  28505
1314967  4520
1314968  60149
1314968  39535
1314968  4747
1314968  21841
1314968  13165
1314969  29509
1314969  30757
1314969  25927
1314969  21337
1314969  24899
1314970  55713
1314971  39246
1314971  12223
1314972  4643
1314972  15453
1314972  21577
1314973  59639
1314973  3551
1314974  52083
1314974  43728
1314974  52935
1314974  23717
1314974  47482
1314975  3036
1314975  29219
1314976  8136
1314977  17962
1314977  4018
1314978  30754
1314978  51283
1314979  55909
1314979  4288
1314980  53249
1314980  5809
1314980  64288
1314980  21222
1314981  14204
1314981  23277
1314982  20269
1314982  18988
1314982  29351
1314983  1254
1314983  15559
1314984  53969
1314984  40445
1314984  14917
1314984  16912
1314985  1057
1314986  9144
1314986  32429
1314986  2733
1314986  58858
1314987  52023
1314987  21929
1314988  29789
1314988  38780
1314989  47375
1314989  11952
1314990  50257
1314990  48576
1314990  19769
1314990  13509
1314991  41315
1314992  47035
1314992  48892
1314993  52905
1314994  9554
1314995  49897
1314996  56272
1314996  10829
1314997  29581
1314997  1802
1314997  268
1314997  10640
1314997  6491
1314997  25579
1314998  62236
1314998  5561
1314998  29535
1314998  31921
1314998  29699
1314999  54361
1314999  47857
1315001  27602
1315001  15296
1315001  665
1315002  956
1315003  41413
1315003  51273
1315003  26789
1315004  7020
1315004  46955
1315004  55295
1315004  49256
1315004  45081
1315004  55415
1315006  41002
1315006  49104
1315006  2466
1315006  38461
1315006  4579
1315007  34585
1315007  20064
1315007  28832
1315009  62271
1315009  37383
1315009  34891
1315009  59554
1315009  7639
1315009  3517
1315010  3069
1315010  14113
1315010  57167
1315010  51957
1315011  36050
1315011  24252
1315011  11808
1315011  43614
1315011  48309
1315012  16362
1315013  46429
1315013  64040
1315014  40139
1315014  26702
1315015  6722
1315016  32965
1315016  61098
1315016  57769
1315017  55039
1315017  27748
1315017  17441
1315017  38527
1315019  18316
1315020  55680
1315020  5016
1315020  4422
1315020  24794
1315020  44140
1315020  10717
1315021  15560
1315021  20594
1315022  6514
1315022  47215
1315023  55501
1315023  30663
1315023  15196
1315023  57593
1315024  50741
1315024  22163
1315024  56695
1315024  32855
1315025  39456
1315025  49490
1315026  55432
1315026  11035
1315028  62954
1315029  8287
1315029  46977
1315029  3118
1315029  4381
1315030  33403
1315030  28184
1315030  46499
1315031  20803
1315031  52606
1315033  28650
1315033  41320
1315033  22538
1315034  7046
1315034  15367
1315035  65253
1315037  4779
1315037  14068
1315037  24765
1315037  5943
1315038  5778
1315038  34125
1315038  35170
1315039  51929
1315039  4542
1315039  22244
1315040  34489
1315040  41601
1315041  57489
1315041  55205
1315041  12276
1315042  57401
1315042  37668
1315042  56452
1315042  54207
1315042  65474
1315043  48038
1315043  16648
1315043  16884
1315044  34629
1315044  3824
1315044  26888
1315044  7653
1315045  19116
1315045  59955
1315045  58637
1315046  773
1315047  29862
1315047  26671
1315047  28678
1315048  16281
1315049  19316
1315049  738
1315050  10597
1315050  63623
1315051  5373
1315051  35809
1315052  58693
1315052  13858
1315052  67
1315052  23609
1315052  16683
1315052  55227
1315052  25964
1315054  18083
1315055  64771
1315056  49888
1315056  55282
1315057  21819
1315057  63290
1315057  30443
1315057  49496
1315058  61184
1315058  32539
1315059  45448
1315059  4221
1315059  2412
1315059  17152
1315060  8667
1315060  16577
1315061  18965
1315061  60946
1315061  24309
1315061  42683
1315061  54036
1315062  42388
1315063  870
1315063  239
1315064  26837
1315064  6063
1315064  30612
1315064  47825
1315064  60108
1315065  38592
1315065  3480
1315066  53086
1315067  56631
1315067  18168
1315068  64171
1315068  30938
1315068  291
1315068  11328
1315069  1072
1315069  55093
1315070  41877
1315070  34668
1315070  45757
1315070  27191
1315071  43850
1315071  60433
1315071  11375
1315072  10330
1315073  65368
1315074  31874
1315074  56101
1315074  27971
1315075  54581
1315075  47413
1315075  20760
1315076  57623
1315076  41646
1315076  23236
1315078  15027
1315078  48299
1315078  37930
1315078  13920
1315079  53769
1315079  11362
1315079  177
1315080  43531
1315081  33502
1315081  48357
1315082  17688
1315082  25371
1315082  53503
1315082  23840
1315083  63605
1315083  49584
1315083  18002
1315083  39541
1315083  29697
1315084  26056
1315084  61978
1315084  19433
1315084  17555
1315085  603
1315085  50186
1315085  9587
1315085  708
1315086  54494
1315087  29883
1315087  23772
1315088  59675
1315088  12472
1315089  29596
1315090  49472
1315090  3099
1315090  5101
1315090  58075
1315091  50359
1315091  35924
1315091  35828
1315093  45312
1315093  44179
1315095  3092
1315095  1490
1315096  33148
1315097  25940
1315097  65335
1315098  58833
1315098  48596
1315099  54372
1315099  54382
1315099  21492
1315101  33312
1315102  8957
1315102  23280
1315102  11469
1315102  38856
1315103  12396
1315103  20793
1315104  57036
1315104  9648
1315104  61288
1315105  4162
1315105  12368
1315105  11598
1315105  4829
1315105  60947
1315106  62240
1315107  20955
1315107  12374
1315108  56572
1315108  17524
1315108  20404
1315109  17751
1315109  3949
1315109  25727
1315109  33909
1315111  64277
1315111  16342
1315111  19723
1315112  64725
1315112  38435
1315112  39611
1315112  45876
1315113  24776
1315114  49362
1315114  58378
1315114  23987
1315115  18624
1315116  13593
1315117  1164
1315118  13285
1315119  38348
1315120  45939
1315120  18975
1315120  63184
1315120  14143
1315121  49824
1315121  4656
1315121  58089
1315121  30314
1315121  12456
1315122  56976
1315122  45250
1315122  31359
1315123  53140
1315123  28116
1315124  12314
1315124  28513
1315124  1455
1315125  25712
1315125  34793
1315125  40742
1315125  18834
1315126  56093
1315127  57674
1315127  2832
1315127  49098
1315127  5820
1315128  62797
1315128  58207
1315129  14925
1315129  12149
1315129  42713
1315130  8328
1315130  46392
1315130  2082
1315131  43465
1315131  32975
1315131  41997
1315132  51996
1315134  37958
1315134  23153
1315136  3890
1315136  15796
1315136  1607
1315137  10177
1315137  62193
1315137  20731
1315137  47877
1315138  40153
1315138  34244
1315138  3114
1315140  30906
1315140  40578
1315141  45554
1315142  52574
1315142  58269
1315143  28107
1315144  53694
1315146  19843
1315146  9252
1315147  14244
1315148  12999
1315150  906
1315150  18625
1315151  11889
1315151  42785
1315152  51974
1315152  11618
1315153  7029
1315154  26793
1315154  37031
1315154  65251
1315155  5960
1315155  40175
1315158  6485
1315158  61591
1315160  10036
1315160  14496
1315161  7122
1315161  51439
1315162  5889
1315162  28283
1315162  39816
1315163  57703
1315163  34383
1315163  29001
1315163  8561
1315164  58447
1315164  5190
1315165  30983
1315165  42408
1315165  14259
1315165  37461
1315165  55165
1315166  18888
1315166  7421
1315167  13519
1315167  13564
1315168  3561
1315169  23450
1315170  23435
1315171  35013
1315171  7399
1315174  53261
1315175  15322
1315176  30481
1315178  39249
1315178  17766
1315179  59700
1315179  40708
1315179  40414
1315179  43861
1315181  60962
1315181  45931
1315182  10491
1315183  52425
1315183  13671
1315184  41964
1315184  33207
1315185  29859
1315185  32897
1315186  24501
1315186  60725
1315186  51509
1315186  6428
1315186  14315
1315189  43854
1315189  18746
1315190  39750
1315193  53443
1315193  47556
1315193  47315
1315194  44067
1315194  39307
1315194  9714
1315194  62559
1315194  28488
1315195  45500
1315195  65124
1315198  11864
1315198  34861
1315198  3632
1315198  2313
1315199  8981
1315202  31806
1315202  54076
1315202  44847
1315205  59201
1315206  61629
1315206  25373
1315206  30215
1315207  55232
1315208  40144
1315208  41190
1315208  23556
1315209  27237
1315209  10287
1315209  50534
1315210  29684
1315210  49721
1315211  10929
1315211  50950
1315211  26025
1315212  6246
1315212  59009
1315213  58112
1315213  227
1315213  35987
1315214  29327
1315214  43791
1315214  37008
1315215  28799
1315215  31833
1315215  29120
1315216  51036
1315216  42251
1315216  49034
1315217  25030
1315218  13808
1315218  908
1315219  43461
1315220  3624
1315220  22938
1315220  16768
1315220  19500
1315221  65312
1315221  4082
1315221  56235
1315221  25774
1315222  19359
1315222  21851
1315223  18161
1315224  14528
1315224  46222
1315224  40365
1315224  47736
1315224  21360
1315225  10602
1315226  3452
1315226  24526
1315226  47742
1315226  57598
1315227  863
1315227  60603
1315228  43181
1315229  53390
1315229  62834
1315229  33567
1315230  41148
1315230  53959
1315230  51786
1315230  35443
1315230  59778
1315231  44751
1315231  9954
1315231  54684
1315231  55699
1315231  61313
1315232  57260
1315232  1048
1315232  21869
1315233  54257
1315234  65419
1315234  29450
1315235  24442
1315235  36500
1315235  63783
1315236  26311
1315236  1820
1315237  54056
1315239  62884
1315240  40639
1315241  61311
1315241  43615
1315241  21417
1315241  45281
1315243  2509
1315244  43716
1315244  53586
1315245  12663
1315247  16328
1315247  3391
1315247  26368
1315249  57984
1315249  4722
1315249  12759
1315249  41667
1315251  22552
1315251  36774
1315252  11934
1315253  59137
1315253  1335
1315254  1475
1315254  60105
1315254  34521
1315254  40943
1315255  15721
1315255  23600
1315256  1648
1315257  103
1315258  29141
1315258  59974
1315259  19460
1315259  44785
1315260  13514
1315261  63278
1315261  30511
1315262  13975
1315262  24984
1315263  34654
1315263  4865
1315264  25721
1315264  32955
1315267  14466
1315267  58276
1315268  54256
1315268  5480
1315268  55900
1315268  49309
1315269  31552
1315270  55523
1315271  65403
1315271  13159
1315273  37327
1315274  32241
1315274  11206
1315275  63817
1315275  29621
1315275  1972
1315275  56375
1315276  29137
1315276  34429
1315278  21475
1315280  10272
1315281  40571
1315282  38277
1315283  22041
1315283  52735
1315283  51158
1315283  51038
1315284  20703
1315284  28983
1315284  35340
1315285  64267
1315285  38913
1315285  15729
1315286  262
1315288  7280
1315288  49641
1315288  13162
1315289  52636
1315289  20666
1315290  45765
1315290  20330
1315291  455
1315291  62916
1315291  5638
1315292  44824
1315292  46472
1315292  40234
1315293  34957
1315295  8835
1315295  50652
1315295  26847
1315296  33804
1315296  5340
1315297  51891
1315298  60990
1315299  48168
1315299  6592
1315299  412
1315301  7888
1315302  36137
1315302  56026
1315302  20651
1315305  42674
1315310  60125
1315310  35502
1315311  35057
1315311  50127
1315313  8673
1315313  35699
1315313  4192
1315315  41212
1315316  56039
1315316  6831
1315317  48349
1315318  32007
1315319  49811
1315319  46229
1315319  2966
1315322  39297
1315324  4875
1315324  642
1315325  27179
1315325  41623
1315326  54390
1315327  9125
1315327  9855
1315328  62309
1315328  42752
1315328  31321
1315328  47127
1315330  65519
1315331  27419
1315331  52821
1315332  39552
1315332  21157
1315333  762
1315334  56883
1315334  2472
1315334  167
1315334  24549
1315335  36717
1315335  37801
1315338  12192
1315338  493
1315339  19967
1315340  43023
1315341  49052
1315341  33239
1315343  55561
1315343  55315
1315344  10562
1315344  47456
1315344  17345
1315345  49847
1315346  16839
1315346  39650
1315346  22692
1315347  2672
1315348  59853
1315349  32859
1315349  55309
1315351  11202
1315351  25179
1315352  39027
1315353  26469
1315353  54790
1315354  12042
1315354  26685
1315355  44256
1315356  42433
1315356  10688
1315356  51352
1315356  23741
1315356  8451
1315356  34692
1315356  2675
1315356  15576
1315357  2511
1315357  43055
1315357  54934
1315357  41633
1315358  12263
1315360  48374
1315360  57085
1315360  5673
1315361  65521
1315361  40176
1315361  1407
1315363  7898
1315363  52648
1315363  32827
1315364  10303
1315364  22535
1315365  26421
1315365  42248
1315366  5900
1315367  36360
1315367  38698
1315367  3048
1315368  14569
1315368  5628
1315368  57577
1315368  42717
1315369  37503
1315370  38514
1315370  64342
1315371  20870
1315371  50635
1315372  51521
1315372  36615
1315372  47187
1315375  9090
1315375  22287
1315376  29767
1315376  42975
1315376  54250
1315376  41639
1315376  10476
1315377  22512
1315378  15795
1315380  58867
1315381  60261
1315383  4158
1315383  60507
1315384  64631
1315384  668
1315385  2766
1315385  47674
1315386  3894
1315386  9888
1315387  1370
1315387  42800
1315388  32535
1315390  41088
1315391  41904
1315391  62304
1315392  6939
1315394  24298
1315397  58824
1315399  27756
1315400  57864
1315400  6372
1315401  48657
1315401  50458
1315401  47218
1315403  22525
1315403  27324
1315404  19858
1315404  21920
1315407  20606
1315407  48768
1315408  25018
1315409  5526
1315410  19477
1315411  2568
1315411  8765
1315411  23269
1315412  21465
1315416  42302
1315417  10044
1315418  39420
1315419  6076
1315419  16632
1315420  54754
1315420  618
1315420  44808
1315421  14027
1315422  31397
1315422  42375
1315423  23857
1315424  31592
1315424  56108
1315424  22104
1315425  18439
1315426  48691
1315426  16509
1315426  21204
1315427  58002
1315429  32386
1315430  12982
1315430  57354
1315430  28861
1315432  61093
1315433  55807
1315433  28623
1315442  61973
1315442  2619
1315443  48060
1315444  12816
1315444  3616
1315444  18582
1315447  50219
1315448  35060
1315448  62187
1315448  226
1315449  57856
1315450  6858
1315451  39310
1315452  57787
1315453  14706
1315454  20874
1315454  32111
1315455  47883
1315455  60430
1315456  60041
1315458  801
1315458  10700
1315460  12838
1315461  40454
1315463  3124
1315463  40447
1315463  59653
1315464  26543
1315466  22581
1315466  24304
1315466  14310
1315467  36163
1315469  63031
1315469  25250
1315471  32616
1315473  41865
1315474  27432
1315477  39751
1315477  20817
1315478  51928
1315479  12925
1315479  1519
1315480  53251
1315480  11346
1315481  13430
1315481  51700
1315482  62433
1315482  49984
1315482  23886
1315482  15004
1315483  57240
1315483  59079
1315484  44063
1315486  26003
